id_num,usage,time,x,y
2,HOUA103DC1,36,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
3,HOUA103DC1,44,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
4,HOUA103DC1,40,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
5,HOUA103DC1,44,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
6,HOUA103DC1,35,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
7,HOUA103DC1,45,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
8,HOUA103DC1,30,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
9,HOUA103DC1,41,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
10,HOUA103DC1,39,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
11,HOUA103DC1,32,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
12,HOUA103DC1,27,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
13,HOUA103DC1,48,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
14,HOUA103DC1,30,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
15,HOUA103DC1,39,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
16,HOUA103DC1,39,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
17,HOUA103DC1,41,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
18,HOUA103DC1,45,0,0,3306,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2895,0,0,1,0,0,0,0
